;index;name;ingredients;cuisine
240;240;Tiramisu;['3 egg whites', '6 egg yolks', '8 ounces mascarpone cheese (at room temperature)', '2 tablespoons amaretto liqueur', '9 tablespoons sugar', '1 cup espresso (freshly pulled, cooled to room temperature)', '48 ladyfingers (storebought or homemade)', 'cocoa powder (for dusting)'];Italian
241;241;Minestrone Soup;['3 tablespoons olive oil', '1 whole onion (firm, diced)', '4 cloves garlic (minced)', '1 zucchini (medium, sliced and quartered)', '3 whole small carrots (peeled and diced)', '2 stalks celery (diced)', '2 tablespoons fresh parsley (chopped)', '1 1/2 teaspoons dried oregano', '1 teaspoon italian seasoning', '1 teaspoon ground pepper (fresh)', '1 tablespoon fresh basil (juilenned)', '1 teaspoon fresh thyme leaves', '6 cups vegetable broth (low salt)', '14.5 ounces diced tomatoes (with juice - low salt)', '24 ounces passata (Cento Rustica)', '1 cup hot water', '1 bay leaf', '14.5 ounces green beans (Italian cut, drained and rinsed)', '15 ounces red kidney beans (drained and rinsed)', '15 ounces cannellini beans (drained and rinsed)', '15 ounces garbanzo beans (drained and rinsed)', '4 cups baby spinach (fresh, lightly packed)', '1 cup uncooked small shell pasta (pasta or medium shells)', 'grated Parmesan cheese (Fresh, for garnish, optional)'];Italian
242;242;Instant Pot Creamy Tuscan Chicken Pasta;['32 ounces low sodium chicken broth (carton)', '1/2 cup oil-packed sun-dried tomatoes (with herbs, drained and dab excess oil off with paper towels, chopped)', '2 teaspoons Italian seasoning', '1 tablespoon minced garlic', 'salt', 'freshly ground black pepper', '1 pound boneless skinless chicken breasts (cut into 1-inch cubes)', '12 ounces pasta (uncooked campanelle)', '5 ounces baby spinach (fresh)', '8 ounces light cream cheese (cut into cubes and softened)', '1 cup shredded Parmesan cheese (finely, use fresh shredded)', '1/4 cup fresh basil (chopped)'];Italian
243;243;Bruschetta;['4 cups Campari tomatoes (cut into small pieces)', '1 1/2 cups fresh mozzarella (cut into small cubes)', '1 cup fresh basil (chopped)', '1/2 cup fresh parsley, chopped', '2 garlic cloves (chopped)', '1 tablespoon lemon zest', '4 tablespoons lemon juice', '1/4 cup olive oil', '2 tablespoons balsamic vinegar', '1 pinch kosher salt', 'fresh ground black pepper'];Italian
244;244;Chicken Saltimbocca;['2 boneless, skinless chicken breasts (small, 5-6 ounces each, tenders removed, see Tip)', '1/4 teaspoon ground pepper', '2 slices prosciutto', '4 sage leaves (fresh)', '1 1/2 teaspoons all purpose flour', '1 tablespoon butter', '2 teaspoons extra-virgin olive oil', '3/4 cup marsala'];Italian
245;245;Sicilian Caponata;['1 tablespoon caster sugar', '3 tablespoons fresh basil', '2 eggplants', '3 tablespoons extra-virgin olive oil', '1 brown onion', '4 large garlic cloves', '5 celery stalks', '2 tablespoons capers', '1/4 cup green olives', '400 grams crushed tomatoes', '2 tablespoons red wine vinegar', 'eggplant'];Italian
246;246;Creamy Caprese Pasta;['1 pound whole wheat pasta (noodles such as penne work best)', '1 cup pasta sauce (your favorite/tomato sauce)', '1/3 cup heavy cream (or half and half)', '1/3 cup grated Parmesan cheese (freshly, + more for garnish)', '4 ounces fresh mozzarella (cut into cubes)', '1 pint grape tomatoes (I cut some in half and left some whole)', '1 bunch fresh basil leaves'];Italian
247;247;Cajun Chicken Alfredo;['8 ounces fettuccine pasta (cooked according to package directions and drained)', '2 tablespoons Cajun seasoning', '1/2 teaspoon salt', '1/2 teaspoon cracked black pepper (freshly)', '1 1/2 pounds boneless, skinless chicken breasts (cut into bite-sized pieces)', '2 tablespoons unsalted butter', '1/2 cup unsalted butter', '1 tablespoon minced garlic (freshly)', '8 ounces cream cheese (cubed)', '1/2 teaspoon Italian seasoning', '2 cups whole milk', '2 cups grated Parmesan cheese', '1/4 teaspoon freshly ground black pepper', '2 tablespoons chopped parsley (fresh, for garnish, optional)'];Italian
248;248;Italian Pasta Salad;['12 ounces rotini pasta (tricolor)', '1 cucumber (chopped, peeled and seeded)', '1 cup cherry (halved, or grape tomates)', '1 cup crumbled feta cheese', '2.25 ounces sliced black olives (drained)', '1/4 cup diced red onion (finely)', '1 cup Italian salad dressing'];Italian
249;249;Simple Caprese Salad;['2 tomatoes (large, ripe, sliced thick)', '1/2 pound fresh mozzarella (about 2 medium balls, sliced thick)', '12 leaves basil (fresh, washed)', 'extra virgin olive oil (about 2 tablespoons, for drizzling)', 'coarse salt', 'freshly ground pepper'];Italian
250;250;Easy Garlic Parmesan Knots;['1/4 cup unsalted butter (melted)', '2 tablespoons grated Parmesan', '3/4 teaspoon garlic powder', '1/2 teaspoon dried oregano', '1/2 teaspoon parsley flakes (dried)', '1/4 teaspoon salt', '16 ounces refrigerated buttermilk biscuits (tube)'];Italian
251;251;Thai-Style Beef and Broccoli Curry;['1 1/2 inches florets', '3/4 pound broccoli', '1 tablespoon vegetable oil', '3/4 pound beef tenderloin (trimmed, cut across the grain into thin slices)', 'freshly ground pepper', 'kosher salt', '2 shallots (large, sliced)', '3 tablespoons fresh ginger (peeled and minced)', '1 tablespoon Thai red curry paste', '14 ounces coconut milk (well shaken)', '1 tablespoon brown sugar', '1 tablespoon asian fish sauce', 'steamed rice (for serving)', '1/2 cup fresh basil leaves (thinly slivered)', 'lime wedges (for serving)'];Thai
252;252;Skinny Thai Chicken Meatballs with Peanut Sauce;['1 pound ground chicken', '4 green onions (chopped)', '1/4 cup cilantro (chopped)', '1 tablespoon fish sauce', '1 tablespoon red curry paste', '1 cup breadcrumbs', '1 egg', 'salt', 'pepper', '1 tablespoon sesame oil', '1 tablespoon red curry paste', '14 ounces coconut milk (1 can)', '2 tablespoons peanut butter', '1 tablespoon brown sugar', '1/4 teaspoon red pepper flakes', '1/2 teaspoon salt (or to taste)', '1/2 teaspoon pepper (or to taste)'];Thai
253;253;Mussels Thai Style;['4 cups vegetable stock (low sodium or no salt added)', '3 tablespoons Thai red curry paste', '2 tablespoons ginger (minced)', '2 garlic cloves (minced)', '2 tablespoons fish sauce', '1 tablespoon coconut sugar', '1 pound mussels (fresh blue)', '2 limes (cut into wedges)', '2 tablespoons cilantro (chopped)'];Thai
254;254;Pad Thai Soup;['3 tablespoons oil', '2 cloves garlic (minced)', '1 egg (omit for vegan)', '3 ounces extra firm tofu (diced, or cubed chicken)', '4 cups broth (veggie or chicken)', '4 ounces rice noodles (also called pad thai noodles)', '3 tablespoons soy sauce', '1/4 teaspoon Sriracha', '1 tablespoon fish sauce (For vegan, use adaptation listed in above post)', '1/4 cup roasted peanuts (crushed)', '1/4 cup green onions', '1 teaspoon red peppers (crushed)'];Thai
255;255;One-Pot Thai Spicy Shrimp and Rice;['2 tablespoons coconut oil', '2 carrots (thinly sliced into matchsticks)', '1 red bell pepper (thinly sliced)', '1 green bell pepper (thinly sliced)', '2 cloves garlic (minced)', '1 tablespoon ginger (grated)', '2 tablespoons Thai red curry paste', '2 1/2 cups chicken broth', '14 ounces coconut milk', '2 cups white rice (uncooked)', '1 pound shrimp (peeled and deveined)', '1 tablespoon lime juice', 'chopped fresh cilantro (for garnishing, optional)'];Thai
256;256;Thai Holy Basil Pork;['1 pound ground pork (sprinkle some cornstarch on)', '2 cups sweet basil (tightly packed holy/)', '4 red chilies (fresh, deseeded and chopped)', '5 garlic cloves (finely minced)', '3 shallots (sliced)', '1 1/2 tablespoons fish sauce', '1 1/2 tablespoons oyster sauce', '1 tablespoon light soy sauce', '1 tablespoon caramel (thick, ssauce, optional for color)', '1 teaspoon sugar'];Thai
257;257;Tom Kha Gai (Thai Coconut Chicken Soup);['2 stalks lemongrass (fresh, tough outer layers removed)', '2 tablespoons fresh ginger (grated, or finely-chopped)', '1/4 cup fresh lime juice (or 10 kaffir lime leaves*)', '6 cups chicken stock (good-quality )', '4 green onions (thinly-sliced with the white and green parts separated)', '2 cups chicken (cooked shredded)', '8 ounces shiitake (white, or oyster mushrooms, or you could use a combination of your favorites, sliced)', '27 ounces coconut milk', '2 tablespoons fish sauce', '3 teaspoons coconut sugar (to taste, or use another favorite sweetener)', 'fresh cilantro', 'red chiles', 'lime wedges'];Thai
258;258;Thai Chicken Lettuce Wraps;['2 tablespoons oil', '1/4 onion (small, finely diced)', '3 cloves garlic (minced)', '10 ounces ground chicken', '1/2 cup roasted cashew nuts (whole)', '1 tablespoon fish sauce', '1 tablespoon sweet soy sauce', '1 tablespoon cilantro leaves (chopped)', '1 head butter lettuce', '3 tablespoons Thai sweet chili sauce', '2 teaspoons lime juice', '1 tablespoon cilantro leaves (chopped)', '1 pinch white sesame seeds'];Thai
259;259;Thai Chicken & Ginger Stir-fry;['400 grams chicken thighs (thinly sliced)', '2 tablespoons vegetable oil', '5 garlic cloves (roughly chopped)', '1 onion (sliced)', '5 centimeters young ginger (piece, about 40g/1.4 oz, *, finely sliced)', '150 grams wood ear mushrooms (fresh, *, sliced)', '2 spring onions (scallions, cut into batons)', 'steamed rice (to serve)', 'marinade', '1 teaspoon dark soy sauce (sweet)', '1/2 teaspoon white pepper', 'stir fry sauce', '2 tablespoons oyster sauce', '2 1/2 teaspoons fish sauce', '1 teaspoon sugar'];Thai
260;260;30 Minute Thai Peanut Chicken Ramen;['4 cups low sodium chicken broth', '14 ounces coconut milk', '1/4 cup low sodium soy sauce', '2 tablespoons fish sauce', '2 tablespoons honey', '1/3 cup creamy peanut butter', '1/4 cup Thai red curry paste', '3/4 pound boneless, skinless chicken breasts', '8 ounces cremini mushrooms (sliced)', '2 red bell peppers (chopped)', '1 inch fresh ginger (grated)', '1 clove garlic (minced or grated)', '4 squares ramen noodles', '1 lime', '3 cups fresh baby spinach', '1/3 cup fresh basil (or cilantro, roughly chopped, plus more for serving)', 'chopped peanuts', 'toasted sesame oil'];Thai
261;261;Instant Pot Thai Pork-Chop Curry;"['13.5 ounces unsweetened coconut milk', '3 tablespoons fresh lime juice', '2 tablespoons brown sugar (packed)', '1 tablespoon fish sauce', '2 tablespoons olive oil (divided)', '4 bone-in pork chops (8-ounces, cut ¾ inch thick)', '1/2 cup yellow onion (finely chopped)', '1/4 cup red Thai curry paste', '1 1/2 teaspoons fresh ginger (grated)', '1/2 cup reduced sodium chicken broth', '1 tablespoon cornstarch', '1 red bell pepper (small, seeded and cut into 2-inch thin strips)', '1 green bell pepper (small, seeded and cut into 2-inch thin strips)', 'Unsweetened flake coconut (toasted; for garnish, optional)', 'Thai basil (for garnish, optional)', '3 cups cauliflower rice']";Thai
262;262;Thai BBQ Chicken;[];Thai
263;263;Low Carb Thai Coconut Soup;['4 chicken breasts (large)', '14 ounces coconut milk', '14 ounces chicken broth', '28 ounces water', '1/4 cup fish sauce (red boat)', '2 tablespoons garlic chili paste (Thai)', '1 tablespoon coconut aminos', '1 ounce lime juice', '1 teaspoon ground ginger', '2 sprigs thai basil (fresh)', 'cilantro (to garnish, optional)'];Thai
264;264;Healthy Thai Sesame Patties;['5 green onions (chopped)', '1 cup parsley (finely chopped)', '5 cloves garlic (diced)', '2 teaspoons fresh ginger (finely diced)', '1/4 teaspoon garlic powder', '1/2 teaspoon salt', '1/4 teaspoon ground pepper', '1/2 teaspoon red pepper flakes (or more to taste)', '1 1/2 pounds ground turkey (lean)', '2 tablespoons toasted sesame seeds', '1 1/2 tablespoons soy sauce', '1 egg', '1/2 tablespoon sesame oil', '1 tablespoon canola oil'];Thai
265;265;Thai Chicken With Cashews;['1 teaspoon soy sauce', '1 tablespoon dark soy sauce (sweet)', '1 tablespoon fish sauce', '1 tablespoon brown sugar', '1 tablespoon water', '2 tablespoons vegetable oil', '2 cloves garlic (peeled and minced)', '1/2 small yellow onion (quartered)', '4 dried red chilies (finger-length, such as chile de arbol, seeded and cut into halves)', '1/2 cup roasted cashew nuts', '8 ounces boneless, skinless chicken breast (cut into thin pieces, about one large chicken breast - hold your knife at an angle and slice against the grain to get the thinnest pieces possible)', '1 green onion (cut into 1” lengths)'];Thai
266;266;Thai Cucumber Salad;['2 English cucumbers (long, sliced thinly into half moons)', '1/2 cup white onion (thinly sliced)', '1 tablespoon salt', '2/3 cup water', '1/3 cup sugar', '1/2 cup rice wine vinegar', '2 1/2 teaspoons fresh ginger (grated)', '1 teaspoon crushed garlic', '1 tablespoon lime juice (freshly squeezed)', '1 tablespoon fish sauce', '1 carrot (grated or julienned)', '3 tablespoons fresh cilantro (roughly chopped)', '2 red jalapeno peppers (seeded, de-veined and finely chopped, optional)', '1/8 cup roasted peanuts (roughly chopped)', 'thai basil (optional garnish)', 'lime wedges (optional garnish)'];Thai
267;267;Thai Massaman Curry;"['2 cans coconut milk', '1/4 cup curry paste (homemade, recipe below or 1 can of store bought)', '1 sweet potato (diced into 1/2"" to 1"" cubes)', '2 cups fresh green beans (chopped to 1"" to 2"" pieces)', '1 red bell pepper (diced)', '1 pound extra firm tofu', '1 tablespoon oil (vegtable)', '4 scallions (sliced)', '1/4 cup roasted peanuts (chopped)', '1/2 cup roasted peanuts', '1 tablespoon ground coriander', '1 teaspoon cumin', '1/2 teaspoon cinnamon', '1/4 teaspoon ground cloves', '1/8 teaspoon ground pepper', '1/8 teaspoon ground nutmeg', '1/8 teaspoon cardamom', '1 teaspoon turmeric', '15 dried red chili peppers (*, soaked in water for about 10 minutes and seeded, use gloves!)', '1 stalk lemongrass (minced)', '4 inches fresh ginger root (piece of, sliced)', '4 garlic cloves', '1 shallot', '1 1/2 teaspoons lime rind', '1/4 cup soy sauce', '1/4 cup maple syrup', '2 limes']";Thai
268;268;Thai Tom Yum Soup with Shrimp;"['1 quart low sodium chicken broth', '2 stalks lemongrass', '1 inch galangal (peeled, root, sliced into discs, or substitute ginger root)', '4 lime leaves (wild, optional)', '1 cup cherry tomatoes (halved)', '1/2 pound white mushrooms (washed and quartered)', '1/2 pound shrimp (veined)', '2 tablespoons fish sauce', '1 tablespoon Chili-garlic sauce', '1 lime (juiced)', ""2 Bird's eye chilies (stemmed, seeded, and minced)"", '4 tablespoons Cilantro leaves (chopped)']";Thai
269;269;Thai Shrimp and Pineapple Fried Rice;['1 tablespoon canola oil', '2 shallots (Sliced Thin)', '3 cloves garlic (Minced)', '1 red chili (Stem, and Seeds If Desired Removed, Then Finely Chopped)', '3 tablespoons chicken stock', '3 tablespoons soy sauce', '1 tablespoon curry powder', '1 teaspoon dark brown sugar', '3 cups cooked white rice (A Day Old)', '1 cup pineapple (Cut Into Bite-Sized Pieces)', '1 cup cooked shrimp', '2 green onions (Chopped)'];Thai
270;270;Thai Watermelon Salad;['4 cups watermelon', '1/4 cup cucumber', '2 tablespoons red onion', '2 tablespoons roasted peanuts', '2 tablespoons mint leaves', '2 tablespoons thai basil', '1 tablespoon fresh lemon juice', '1 tablespoon rice vinegar', '1/2 teaspoon fish sauce', '1/2 teaspoon ginger', '1 teaspoon brown sugar', 'salt (to taste)', '1/4 teaspoon freshly ground black pepper'];Thai
271;271;Thai Drunken Noodles with Chicken;['1 pound boneless, skinless chicken thighs (thinly sliced)', '2 tablespoons water', '2 teaspoons soy sauce', '1 tablespoon cornstarch', '1 package dried rice noodles (wide)', '3 tablespoons brown sugar (dissolved in ¼ cup hot water)', '3 tablespoons soy sauce', '1 tablespoon dark soy sauce (Thai, if you can’t find, sub with another teaspoon of regular soy)', '1 tablespoon fish sauce', '1 tablespoon oyster sauce', '3 tablespoons canola oil', '4 cloves garlic (minced or grated)', '1 tablespoon fresh ginger (grated)', '1 sweet onion (large, cut into thin wedges)', '1 red bell pepper (seeded and thinly sliced)', '1 green bell pepper (seeded and thinly sliced)', '4 scallions (chopped)', '4 red chile peppers (Thai, seeded and thinly sliced, See NOTE)', '1 cup Thai basil (loosely packed)', '2 tablespoons Shaoxing wine (sub with dry sherry or marsala wine, if needed)'];Thai
272;272;Quinoa Summer Rolls with a Thai Peanut Sauce;['10 rice paper wraps', '1 red pepper (thinly sliced)', '2 cups romaine (shredded)', '1 cup cooked quinoa (any variety, I used black quinoa)', '2 cups noodles (papaya, OR 1 large carrot, thinly sliced)', '1 avocado (medium, sliced)', '2 tablespoons creamy peanut butter', '2 teaspoons gluten free tamari', '1 teaspoon Sriracha (or spicy chili sauce)', '1 lime', '3 teaspoons water'];Thai
